Data Structure,Number of Nodes,Density,User Time,Add Time,GetNext Time,Update Time
Binary Heap,1000,0.1,1.9713,0.1730,0.1685,1.4052
Bucket Queue,1000,0.1,0.2319,0.0027,0.0029,0.0392
LL Priority Queue,1000,0.1,0.6850,0.0023,0.0016,0.5074
Priority Queue,1000,0.1,0.2446,0.0005,0.0227,0.0711
Binary Heap,1000,0.1,1.8723,0.1714,0.1502,1.3711
Bucket Queue,1000,0.1,0.3454,0.0025,0.0047,0.0404
LL Priority Queue,1000,0.1,0.7630,0.0021,0.0022,0.5121
Priority Queue,1000,0.1,0.3970,0.0005,0.0310,0.0786
Binary Heap,1000,0.1,1.9587,0.1650,0.1702,1.3626
Bucket Queue,1000,0.1,0.1207,0.0061,0.0011,0.0365
LL Priority Queue,1000,0.1,0.5581,0.0024,0.0006,0.4780
Priority Queue,1000,0.1,0.1554,0.0005,0.0129,0.0661
Binary Heap,1000,0.1,1.6536,0.1805,0.0869,1.2996
Bucket Queue,1000,0.1,0.0257,0.0026,0.0000,0.0199
LL Priority Queue,1000,0.1,0.1155,0.0079,0.0000,0.1037
Priority Queue,1000,0.1,0.0259,0.0007,0.0008,0.0202
Binary Heap,1000,0.1,0.4666,0.1690,0.0036,0.2897
Bucket Queue,1000,0.1,0.3296,0.0043,0.0039,0.0428
LL Priority Queue,1000,0.1,0.7465,0.0082,0.0019,0.5118
Priority Queue,1000,0.1,0.3757,0.0006,0.0319,0.0752
Binary Heap,1000,0.1,2.0074,0.1680,0.1711,1.4093
Bucket Queue,1000,0.1,0.3474,0.0028,0.0043,0.0383
LL Priority Queue,1000,0.1,0.7584,0.0022,0.0025,0.4851
Priority Queue,1000,0.1,0.4106,0.0005,0.0322,0.0792
Binary Heap,1000,0.1,1.9981,0.1616,0.1720,1.3740
Bucket Queue,1000,0.1,0.3224,0.0024,0.0040,0.0483
LL Priority Queue,1000,0.1,0.7379,0.0024,0.0021,0.4941
Priority Queue,1000,0.1,0.3517,0.0005,0.0296,0.0744
Binary Heap,1000,0.1,1.9498,0.1747,0.1684,1.3737
Bucket Queue,1000,0.1,0.1742,0.0064,0.0018,0.0381
LL Priority Queue,1000,0.1,0.6213,0.0024,0.0010,0.4988
Priority Queue,1000,0.1,0.2018,0.0005,0.0179,0.0708
Binary Heap,1000,0.1,1.6845,0.1572,0.0966,1.3325
Bucket Queue,1000,0.1,0.2967,0.0023,0.0038,0.0379
LL Priority Queue,1000,0.1,0.7556,0.0213,0.0021,0.5019
Priority Queue,1000,0.1,0.3513,0.0004,0.0296,0.0730
Binary Heap,1000,0.1,1.9755,0.1690,0.1736,1.3760
Bucket Queue,1000,0.1,0.0612,0.0023,0.0004,0.0328
LL Priority Queue,1000,0.1,0.4242,0.0021,0.0002,0.3944
Priority Queue,1000,0.1,0.0821,0.0054,0.0041,0.0494
Binary Heap,1000,0.1,1.2790,0.1586,0.0345,1.0521
Bucket Queue,1000,0.1,0.2867,0.0032,0.0035,0.0404
LL Priority Queue,1000,0.1,0.7141,0.0023,0.0018,0.5085
Priority Queue,1000,0.1,0.3443,0.0004,0.0292,0.0746
Binary Heap,1000,0.1,1.9665,0.1759,0.1693,1.3816
Bucket Queue,1000,0.1,0.1568,0.0025,0.0016,0.0377
LL Priority Queue,1000,0.1,0.5649,0.0023,0.0008,0.4628
Priority Queue,1000,0.1,0.1853,0.0005,0.0165,0.0684
Binary Heap,1000,0.1,1.5489,0.1567,0.0760,1.2407
Bucket Queue,1000,0.1,0.3032,0.0075,0.0037,0.0384
LL Priority Queue,1000,0.1,0.7369,0.0019,0.0019,0.5065
Priority Queue,1000,0.1,0.3260,0.0004,0.0282,0.0739
Binary Heap,1000,0.1,1.9373,0.1760,0.1603,1.3903
Bucket Queue,1000,0.1,0.2777,0.0025,0.0035,0.0396
LL Priority Queue,1000,0.1,0.7141,0.0074,0.0018,0.4960
Priority Queue,1000,0.1,0.3555,0.0006,0.0290,0.0759
Binary Heap,1000,0.1,1.9158,0.1722,0.1681,1.3492
Bucket Queue,1000,0.1,0.0300,0.0024,0.0001,0.0225
LL Priority Queue,1000,0.1,0.1581,0.0021,0.0000,0.1502
Priority Queue,1000,0.1,0.0295,0.0066,0.0007,0.0181
Binary Heap,1000,0.1,0.5973,0.1618,0.0058,0.4230
Bucket Queue,1000,0.1,0.1949,0.0038,0.0024,0.0386
LL Priority Queue,1000,0.1,0.6379,0.0022,0.0012,0.4955
Priority Queue,1000,0.1,0.2183,0.0005,0.0200,0.0711
Binary Heap,1000,0.1,1.8071,0.1559,0.1322,1.3717
Bucket Queue,1000,0.1,0.3189,0.0025,0.0041,0.0388
LL Priority Queue,1000,0.1,0.7859,0.0023,0.0025,0.5115
Priority Queue,1000,0.1,0.3944,0.0004,0.0313,0.0765
Binary Heap,1000,0.1,1.9500,0.1649,0.1730,1.3304
Bucket Queue,1000,0.1,0.1239,0.0077,0.0010,0.0360
LL Priority Queue,1000,0.1,0.5484,0.0023,0.0006,0.4755
Priority Queue,1000,0.1,0.1540,0.0005,0.0122,0.0673
Binary Heap,1000,0.1,1.5888,0.1590,0.0753,1.2802
Bucket Queue,1000,0.1,0.2467,0.0027,0.0031,0.0415
LL Priority Queue,1000,0.1,0.7099,0.0076,0.0016,0.5125
Priority Queue,1000,0.1,0.3071,0.0005,0.0275,0.0726
Binary Heap,1000,0.1,1.8299,0.1721,0.1407,1.3548
Bucket Queue,1000,0.1,0.2014,0.0025,0.0024,0.0382
LL Priority Queue,1000,0.1,0.6626,0.0075,0.0013,0.5013
Priority Queue,1000,0.1,0.2553,0.0005,0.0234,0.0729
Binary Heap,1000,0.1,1.8333,0.1645,0.1378,1.3722
Bucket Queue,1000,0.1,0.2537,0.0024,0.0031,0.0394
LL Priority Queue,1000,0.1,0.7554,0.0024,0.0018,0.5417
Priority Queue,1000,0.1,0.3139,0.0005,0.0272,0.0764
Binary Heap,1000,0.1,1.9424,0.1669,0.1620,1.4104
Bucket Queue,1000,0.1,0.2864,0.0025,0.0035,0.0391
LL Priority Queue,1000,0.1,0.7682,0.0024,0.0020,0.5317
Priority Queue,1000,0.1,0.3583,0.0005,0.0299,0.0736
Binary Heap,1000,0.1,1.9699,0.1750,0.1686,1.3804
Bucket Queue,1000,0.1,0.2813,0.0207,0.0033,0.0401
LL Priority Queue,1000,0.1,0.7165,0.0025,0.0019,0.4966
Priority Queue,1000,0.1,0.3208,0.0005,0.0295,0.0730
Binary Heap,1000,0.1,1.9335,0.1725,0.1712,1.3452
Bucket Queue,1000,0.1,0.1942,0.0025,0.0024,0.0386
LL Priority Queue,1000,0.1,0.6623,0.0080,0.0014,0.5041
Priority Queue,1000,0.1,0.2529,0.0005,0.0232,0.0689
Binary Heap,1000,0.1,1.8745,0.1623,0.1513,1.3785
Bucket Queue,1000,0.1,0.1841,0.0025,0.0022,0.0392
LL Priority Queue,1000,0.1,0.6304,0.0022,0.0010,0.5025
Priority Queue,1000,0.1,0.2783,0.0054,0.0252,0.0739
Binary Heap,1000,0.1,1.8620,0.1626,0.1462,1.3799
Bucket Queue,1000,0.1,0.1228,0.0025,0.0011,0.0358
LL Priority Queue,1000,0.1,0.5454,0.0021,0.0006,0.4671
Priority Queue,1000,0.1,0.1524,0.0005,0.0125,0.0660
Binary Heap,1000,0.1,1.5204,0.1586,0.0669,1.2299
Bucket Queue,1000,0.1,0.1244,0.0029,0.0012,0.0356
LL Priority Queue,1000,0.1,0.5948,0.0024,0.0007,0.5078
Priority Queue,1000,0.1,0.1793,0.0006,0.0153,0.0712
Binary Heap,1000,0.1,1.6820,0.1578,0.0945,1.3347
Bucket Queue,1000,0.1,0.2836,0.0088,0.0040,0.0520
LL Priority Queue,1000,0.1,0.7526,0.0023,0.0016,0.5618
Priority Queue,1000,0.1,0.2862,0.0005,0.0263,0.0763
Binary Heap,1000,0.1,1.8708,0.1757,0.1518,1.3602
Bucket Queue,1000,0.1,0.0557,0.0028,0.0003,0.0308
LL Priority Queue,1000,0.1,0.4307,0.0071,0.0002,0.3975
Priority Queue,1000,0.1,0.0768,0.0006,0.0041,0.0490
Binary Heap,1000,0.1,1.1253,0.1585,0.0249,0.9169
Bucket Queue,1000,0.1,0.0698,0.0033,0.0004,0.0334
LL Priority Queue,1000,0.1,0.4595,0.0020,0.0003,0.4196
Priority Queue,1000,0.1,0.1225,0.0059,0.0083,0.0620
Binary Heap,1000,0.1,1.4414,0.1563,0.0521,1.1820
Bucket Queue,1000,0.1,0.0582,0.0032,0.0003,0.0318
LL Priority Queue,1000,0.1,0.4001,0.0019,0.0002,0.3743
Priority Queue,1000,0.1,0.0831,0.0005,0.0046,0.0519
Binary Heap,1000,0.1,1.1772,0.1626,0.0255,0.9637
Bucket Queue,1000,0.1,0.0424,0.0035,0.0001,0.0275
LL Priority Queue,1000,0.1,0.3051,0.0023,0.0001,0.2890
Priority Queue,1000,0.1,0.0589,0.0006,0.0027,0.0415
Binary Heap,1000,0.1,1.0103,0.1555,0.0175,0.8190
Bucket Queue,1000,0.1,0.3021,0.0092,0.0037,0.0416
LL Priority Queue,1000,0.1,0.7485,0.0026,0.0021,0.5071
Priority Queue,1000,0.1,0.3611,0.0005,0.0303,0.0746
Binary Heap,1000,0.1,2.0227,0.1721,0.1808,1.4137
Bucket Queue,1000,0.1,0.1271,0.0025,0.0011,0.0364
LL Priority Queue,1000,0.1,0.5918,0.0077,0.0008,0.4979
Priority Queue,1000,0.1,0.1561,0.0006,0.0130,0.0675
Binary Heap,1000,0.1,1.6532,0.1640,0.0878,1.3124
Bucket Queue,1000,0.1,0.2771,0.0027,0.0035,0.0395
LL Priority Queue,1000,0.1,0.7008,0.0024,0.0017,0.5022
Priority Queue,1000,0.1,0.3384,0.0060,0.0292,0.0761
Binary Heap,1000,0.1,1.9272,0.1722,0.1665,1.3683
Bucket Queue,1000,0.1,0.1797,0.0028,0.0019,0.0419
LL Priority Queue,1000,0.1,0.6421,0.0024,0.0010,0.5130
Priority Queue,1000,0.1,0.2504,0.0005,0.0227,0.0783
Binary Heap,1000,0.1,1.6946,0.1654,0.1042,1.3149
Bucket Queue,1000,0.1,0.0744,0.0186,0.0003,0.0304
LL Priority Queue,1000,0.1,0.4263,0.0022,0.0002,0.3950
Priority Queue,1000,0.1,0.0856,0.0006,0.0049,0.0528
Binary Heap,1000,0.1,1.2554,0.1591,0.0325,1.0321
Bucket Queue,1000,0.1,0.1164,0.0033,0.0009,0.0425
LL Priority Queue,1000,0.1,0.5870,0.0023,0.0006,0.5120
Priority Queue,1000,0.1,0.1820,0.0006,0.0163,0.0686
Binary Heap,1000,0.1,1.6719,0.1659,0.0842,1.3371
Bucket Queue,1000,0.1,0.1416,0.0027,0.0014,0.0366
LL Priority Queue,1000,0.1,0.5872,0.0086,0.0008,0.4855
Priority Queue,1000,0.1,0.2085,0.0005,0.0187,0.0722
Binary Heap,1000,0.1,1.7261,0.1578,0.1050,1.3561
Bucket Queue,1000,0.1,0.2956,0.0025,0.0038,0.0394
LL Priority Queue,1000,0.1,0.7725,0.0024,0.0022,0.5172
Priority Queue,1000,0.1,0.3746,0.0063,0.0304,0.0722
Binary Heap,1000,0.1,1.9982,0.1798,0.1784,1.3725
Bucket Queue,1000,0.1,0.2594,0.0026,0.0032,0.0375
LL Priority Queue,1000,0.1,0.7311,0.0024,0.0018,0.5184
Priority Queue,1000,0.1,0.3077,0.0005,0.0287,0.0794
Binary Heap,1000,0.1,1.9636,0.1766,0.1609,1.4266
Bucket Queue,1000,0.1,0.2563,0.0026,0.0031,0.0387
LL Priority Queue,1000,0.1,0.6986,0.0025,0.0016,0.5127
Priority Queue,1000,0.1,0.3162,0.0005,0.0275,0.0698
Binary Heap,1000,0.1,1.9001,0.1648,0.1593,1.3666
Bucket Queue,1000,0.1,0.2152,0.0075,0.0025,0.0382
LL Priority Queue,1000,0.1,0.6416,0.0021,0.0013,0.4882
Priority Queue,1000,0.1,0.2901,0.0006,0.0262,0.0812
Binary Heap,1000,0.1,1.7388,0.1832,0.1245,1.2908
Bucket Queue,1000,0.1,0.3151,0.0027,0.0040,0.0420
LL Priority Queue,1000,0.1,0.7649,0.0088,0.0020,0.5346
Priority Queue,1000,0.1,0.3442,0.0004,0.0313,0.0758
Binary Heap,1000,0.1,1.9957,0.1802,0.1694,1.4038
Bucket Queue,1000,0.1,0.1167,0.0026,0.0010,0.0378
LL Priority Queue,1000,0.1,0.5742,0.0021,0.0006,0.4966
Priority Queue,1000,0.1,0.1396,0.0054,0.0107,0.0644
Binary Heap,1000,0.1,1.5469,0.1580,0.0757,1.2395
Bucket Queue,1000,0.1,0.1871,0.0029,0.0021,0.0395
LL Priority Queue,1000,0.1,0.6272,0.0020,0.0011,0.4883
Priority Queue,1000,0.1,0.2309,0.0006,0.0215,0.0720
Binary Heap,1000,0.1,1.7908,0.1584,0.1247,1.3729
Bucket Queue,1000,0.1,0.2324,0.0024,0.0029,0.0395
LL Priority Queue,1000,0.1,0.6942,0.0021,0.0015,0.5074
Priority Queue,1000,0.1,0.2410,0.0005,0.0224,0.0704
Binary Heap,1000,0.1,1.9366,0.1659,0.1635,1.3957
Bucket Queue,1000,0.1,0.1911,0.0071,0.0022,0.0397
LL Priority Queue,1000,0.1,0.6317,0.0021,0.0011,0.4971
Priority Queue,1000,0.1,0.2538,0.0005,0.0241,0.0716
Binary Heap,1000,0.1,1.7235,0.1655,0.1199,1.3089
Bucket Queue,1000,0.1,0.1798,0.0029,0.0020,0.0416
LL Priority Queue,1000,0.1,0.6667,0.0101,0.0011,0.5291
Priority Queue,1000,0.1,0.2143,0.0006,0.0195,0.0726
Binary Heap,1000,0.1,1.7489,0.1729,0.1065,1.3604
Bucket Queue,1000,0.1,0.2806,0.0027,0.0034,0.0410
LL Priority Queue,1000,0.1,0.7521,0.0023,0.0020,0.5152
Priority Queue,1000,0.1,0.3899,0.0071,0.0323,0.0797
Binary Heap,1000,0.1,1.9721,0.1659,0.1696,1.4026
Bucket Queue,1000,0.1,0.2238,0.0027,0.0025,0.0408
LL Priority Queue,1000,0.1,0.6616,0.0025,0.0013,0.4959
Priority Queue,1000,0.1,0.2782,0.0005,0.0257,0.0700
Binary Heap,1000,0.1,1.9368,0.1729,0.1617,1.3943
Bucket Queue,1000,0.1,0.1839,0.0064,0.0021,0.0390
LL Priority Queue,1000,0.1,0.6449,0.0020,0.0011,0.5147
Priority Queue,1000,0.1,0.1857,0.0005,0.0155,0.0738
Binary Heap,1000,0.1,1.7999,0.1652,0.1284,1.3636
Bucket Queue,1000,0.1,0.0793,0.0024,0.0006,0.0348
LL Priority Queue,1000,0.1,0.4894,0.0079,0.0004,0.4404
Priority Queue,1000,0.1,0.1147,0.0006,0.0074,0.0644
Binary Heap,1000,0.1,1.3115,0.1562,0.0395,1.0783
Bucket Queue,1000,0.1,0.1623,0.0032,0.0017,0.0385
LL Priority Queue,1000,0.1,0.6453,0.0099,0.0010,0.5227
Priority Queue,1000,0.1,0.2361,0.0005,0.0207,0.0826
Binary Heap,1000,0.1,1.8302,0.1713,0.1246,1.3979
Bucket Queue,1000,0.1,0.1473,0.0024,0.0015,0.0374
LL Priority Queue,1000,0.1,0.6118,0.0026,0.0009,0.5073
Priority Queue,1000,0.1,0.2191,0.0007,0.0196,0.0753
Binary Heap,1000,0.1,1.7770,0.1643,0.1214,1.3598
Bucket Queue,1000,0.1,0.2470,0.0028,0.0030,0.0393
LL Priority Queue,1000,0.1,0.7012,0.0024,0.0016,0.5099
Priority Queue,1000,0.1,0.2690,0.0006,0.0243,0.0762
Binary Heap,1000,0.1,1.9512,0.1765,0.1667,1.3859
Bucket Queue,1000,0.1,0.3163,0.0064,0.0040,0.0415
LL Priority Queue,1000,0.1,0.7365,0.0025,0.0020,0.5057
Priority Queue,1000,0.1,0.3592,0.0005,0.0300,0.0736
Binary Heap,1000,0.1,2.0321,0.1850,0.1731,1.4205
Bucket Queue,1000,0.1,0.1710,0.0024,0.0018,0.0387
LL Priority Queue,1000,0.1,0.6340,0.0071,0.0009,0.5095
Priority Queue,1000,0.1,0.1938,0.0005,0.0174,0.0703
Binary Heap,1000,0.1,1.8522,0.1601,0.1425,1.3844
Bucket Queue,1000,0.1,0.1778,0.0026,0.0021,0.0380
LL Priority Queue,1000,0.1,0.6345,0.0075,0.0011,0.4942
Priority Queue,1000,0.1,0.2454,0.0005,0.0224,0.0758
Binary Heap,1000,0.1,1.9107,0.1612,0.1550,1.3984
Bucket Queue,1000,0.1,0.0366,0.0024,0.0001,0.0263
LL Priority Queue,1000,0.1,0.2486,0.0022,0.0001,0.2370
Priority Queue,1000,0.1,0.0415,0.0007,0.0014,0.0319
Binary Heap,1000,0.1,0.6754,0.1593,0.0070,0.5010
Bucket Queue,1000,0.1,0.0821,0.0035,0.0005,0.0334
LL Priority Queue,1000,0.1,0.5125,0.0024,0.0004,0.4605
Priority Queue,1000,0.1,0.1396,0.0005,0.0109,0.0672
Binary Heap,1000,0.1,1.4698,0.1602,0.0591,1.1925
Bucket Queue,1000,0.1,0.3412,0.0074,0.0042,0.0430
LL Priority Queue,1000,0.1,0.7811,0.0020,0.0023,0.5198
Priority Queue,1000,0.1,0.4068,0.0004,0.0318,0.0744
Binary Heap,1000,0.1,1.9810,0.1729,0.1742,1.3577
Bucket Queue,1000,0.1,0.2080,0.0026,0.0025,0.0390
LL Priority Queue,1000,0.1,0.6620,0.0071,0.0013,0.4979
Priority Queue,1000,0.1,0.2305,0.0005,0.0205,0.0776
Binary Heap,1000,0.1,1.8257,0.1634,0.1327,1.3785
Bucket Queue,1000,0.1,0.0237,0.0026,0.0000,0.0185
LL Priority Queue,1000,0.1,0.0823,0.0074,0.0000,0.0720
Priority Queue,1000,0.1,0.0334,0.0149,0.0006,0.0149
Binary Heap,1000,0.1,0.4220,0.1699,0.0029,0.2457
Bucket Queue,1000,0.1,0.1382,0.0046,0.0013,0.0404
LL Priority Queue,1000,0.1,0.6143,0.0025,0.0008,0.5180
Priority Queue,1000,0.1,0.1820,0.0005,0.0156,0.0721
Binary Heap,1000,0.1,1.7434,0.1534,0.1136,1.3559
Bucket Queue,1000,0.1,0.1385,0.0024,0.0014,0.0369
LL Priority Queue,1000,0.1,0.5805,0.0023,0.0007,0.4872
Priority Queue,1000,0.1,0.1667,0.0005,0.0142,0.0684
Binary Heap,1000,0.1,1.6545,0.1581,0.0870,1.3223
Bucket Queue,1000,0.1,0.3458,0.0076,0.0043,0.0387
LL Priority Queue,1000,0.1,0.7722,0.0025,0.0025,0.5147
Priority Queue,1000,0.1,0.4280,0.0005,0.0343,0.0776
Binary Heap,1000,0.1,2.0337,0.1620,0.1747,1.4101
Bucket Queue,1000,0.1,0.0983,0.0026,0.0007,0.0369
LL Priority Queue,1000,0.1,0.5193,0.0084,0.0005,0.4552
Priority Queue,1000,0.1,0.1243,0.0006,0.0086,0.0644
Binary Heap,1000,0.1,1.4173,0.1516,0.0484,1.1711
Bucket Queue,1000,0.1,0.1828,0.0041,0.0019,0.0431
LL Priority Queue,1000,0.1,0.6120,0.0021,0.0010,0.4896
Priority Queue,1000,0.1,0.1808,0.0062,0.0157,0.0681
Binary Heap,1000,0.1,1.6893,0.1604,0.0988,1.3302
Bucket Queue,1000,0.1,0.1167,0.0026,0.0010,0.0355
LL Priority Queue,1000,0.1,0.5657,0.0026,0.0006,0.4849
Priority Queue,1000,0.1,0.1907,0.0006,0.0170,0.0693
Binary Heap,1000,0.1,1.7160,0.1617,0.1114,1.3278
Bucket Queue,1000,0.1,0.0338,0.0026,0.0001,0.0243
LL Priority Queue,1000,0.1,0.2211,0.0022,0.0001,0.2106
Priority Queue,1000,0.1,0.0486,0.0007,0.0017,0.0365
Binary Heap,1000,0.1,0.6368,0.1610,0.0067,0.4616
Bucket Queue,1000,0.1,0.2424,0.0092,0.0029,0.0411
LL Priority Queue,1000,0.1,0.6934,0.0024,0.0016,0.5158
Priority Queue,1000,0.1,0.3075,0.0005,0.0271,0.0746
Binary Heap,1000,0.1,1.8974,0.1726,0.1581,1.3645
Bucket Queue,1000,0.1,0.1159,0.0024,0.0010,0.0360
LL Priority Queue,1000,0.1,0.5773,0.0083,0.0006,0.4915
Priority Queue,1000,0.1,0.1785,0.0006,0.0157,0.0683
Binary Heap,1000,0.1,1.6293,0.1615,0.0828,1.3038
Bucket Queue,1000,0.1,0.0571,0.0026,0.0003,0.0327
LL Priority Queue,1000,0.1,0.3864,0.0019,0.0002,0.3614
Priority Queue,1000,0.1,0.0924,0.0055,0.0047,0.0552
Binary Heap,1000,0.1,1.2029,0.1600,0.0289,0.9854
Bucket Queue,1000,0.1,0.0938,0.0033,0.0007,0.0332
LL Priority Queue,1000,0.1,0.5200,0.0025,0.0005,0.4615
Priority Queue,1000,0.1,0.1410,0.0006,0.0113,0.0646
Binary Heap,1000,0.1,1.5358,0.1635,0.0684,1.2373
Bucket Queue,1000,0.1,0.0350,0.0028,0.0001,0.0240
LL Priority Queue,1000,0.1,0.2488,0.0021,0.0001,0.2368
Priority Queue,1000,0.1,0.0378,0.0007,0.0013,0.0290
Binary Heap,1000,0.1,0.6256,0.1602,0.0064,0.4515
Bucket Queue,1000,0.1,0.2594,0.0093,0.0030,0.0381
LL Priority Queue,1000,0.1,0.7469,0.0026,0.0018,0.5356
Priority Queue,1000,0.1,0.3268,0.0005,0.0284,0.0765
Binary Heap,1000,0.1,1.9668,0.1761,0.1659,1.4058
Bucket Queue,1000,0.1,0.2219,0.0024,0.0029,0.0376
LL Priority Queue,1000,0.1,0.7186,0.0243,0.0015,0.5188
Priority Queue,1000,0.1,0.2889,0.0006,0.0256,0.0718
Binary Heap,1000,0.1,1.9102,0.1750,0.1571,1.3769
Bucket Queue,1000,0.1,0.1684,0.0028,0.0019,0.0375
LL Priority Queue,1000,0.1,0.6223,0.0020,0.0010,0.5017
Priority Queue,1000,0.1,0.2171,0.0005,0.0201,0.0710
Binary Heap,1000,0.1,1.8275,0.1629,0.1386,1.3704
Bucket Queue,1000,0.1,0.1581,0.0024,0.0017,0.0383
LL Priority Queue,1000,0.1,0.6289,0.0021,0.0010,0.5174
Priority Queue,1000,0.1,0.1659,0.0005,0.0142,0.0704
Binary Heap,1000,0.1,1.6049,0.1552,0.0774,1.2964
Bucket Queue,1000,0.1,0.1814,0.0066,0.0020,0.0370
LL Priority Queue,1000,0.1,0.6312,0.0021,0.0011,0.5036
Priority Queue,1000,0.1,0.1877,0.0005,0.0166,0.0705
Binary Heap,1000,0.1,1.6666,0.1585,0.0872,1.3339
Bucket Queue,1000,0.1,0.2218,0.0025,0.0026,0.0391
LL Priority Queue,1000,0.1,0.7258,0.0076,0.0016,0.5390
Priority Queue,1000,0.1,0.2411,0.0005,0.0229,0.0716
Binary Heap,1000,0.1,1.8712,0.1880,0.1463,1.3637
Bucket Queue,1000,0.1,0.2067,0.0024,0.0025,0.0405
LL Priority Queue,1000,0.1,0.6824,0.0072,0.0014,0.5188
Priority Queue,1000,0.1,0.3014,0.0005,0.0275,0.0727
Binary Heap,1000,0.1,1.9510,0.1726,0.1643,1.3987
Bucket Queue,1000,0.1,0.0449,0.0024,0.0002,0.0288
LL Priority Queue,1000,0.1,0.3188,0.0022,0.0001,0.3019
Priority Queue,1000,0.1,0.0675,0.0006,0.0030,0.0467
Binary Heap,1000,0.1,0.9412,0.1649,0.0152,0.7454
Bucket Queue,1000,0.1,0.1146,0.0033,0.0010,0.0366
LL Priority Queue,1000,0.1,0.5619,0.0027,0.0006,0.4873
Priority Queue,1000,0.1,0.1594,0.0006,0.0126,0.0709
Binary Heap,1000,0.1,1.5297,0.1603,0.0643,1.2427
Bucket Queue,1000,0.1,0.3368,0.0066,0.0044,0.0406
LL Priority Queue,1000,0.1,0.7880,0.0023,0.0025,0.5156
Priority Queue,1000,0.1,0.4234,0.0005,0.0325,0.0761
Binary Heap,1000,0.1,2.0234,0.1895,0.1757,1.3615
Bucket Queue,1000,0.1,0.2229,0.0024,0.0026,0.0411
LL Priority Queue,1000,0.1,0.7120,0.0074,0.0015,0.5306
Priority Queue,1000,0.1,0.2357,0.0006,0.0222,0.0735
Binary Heap,1000,0.1,1.8275,0.1835,0.1243,1.3839
Bucket Queue,1000,0.1,0.1153,0.0025,0.0010,0.0373
LL Priority Queue,1000,0.1,0.5751,0.0089,0.0006,0.4928
Priority Queue,1000,0.1,0.1431,0.0005,0.0117,0.0644
Binary Heap,1000,0.1,1.7526,0.1830,0.1017,1.3649
Bucket Queue,1000,0.1,0.2579,0.0024,0.0031,0.0394
LL Priority Queue,1000,0.1,0.7150,0.0023,0.0017,0.5166
Priority Queue,1000,0.1,0.3288,0.0005,0.0291,0.0730
Binary Heap,1000,0.1,1.9091,0.1769,0.1619,1.3572
Bucket Queue,1000,0.1,0.1745,0.0024,0.0019,0.0412
LL Priority Queue,1000,0.1,0.6566,0.0021,0.0011,0.5258
Priority Queue,1000,0.1,0.2236,0.0006,0.0206,0.0720
Binary Heap,1000,0.1,1.8852,0.1683,0.1412,1.4139
Bucket Queue,1000,0.1,0.2010,0.0069,0.0024,0.0416
LL Priority Queue,1000,0.1,0.6854,0.0025,0.0012,0.5410
Priority Queue,1000,0.1,0.2240,0.0006,0.0206,0.0725
Binary Heap,1000,0.1,1.8504,0.1717,0.1257,1.4154
Bucket Queue,1000,0.1,0.0397,0.0024,0.0001,0.0268
LL Priority Queue,1000,0.1,0.2989,0.0216,0.0001,0.2654
Priority Queue,1000,0.1,0.0510,0.0006,0.0019,0.0375
Binary Heap,1000,0.1,0.7473,0.1591,0.0085,0.5697
Bucket Queue,1000,0.1,0.0841,0.0041,0.0005,0.0368
LL Priority Queue,1000,0.1,0.4778,0.0025,0.0003,0.4347
Priority Queue,1000,0.1,0.1302,0.0054,0.0089,0.0648
Binary Heap,1000,0.1,1.4032,0.1545,0.0512,1.1480
Bucket Queue,1000,0.1,0.0735,0.0030,0.0005,0.0326
LL Priority Queue,1000,0.1,0.4694,0.0026,0.0003,0.4289
Priority Queue,1000,0.1,0.1051,0.0006,0.0067,0.0602
Binary Heap,1000,0.1,1.5650,0.1620,0.0687,1.2672
Bucket Queue,1000,0.1,0.3373,0.0028,0.0042,0.0391
LL Priority Queue,1000,0.1,0.7746,0.0021,0.0025,0.5027
Priority Queue,1000,0.1,0.4249,0.0005,0.0329,0.0776
Binary Heap,1000,0.1,2.0618,0.1717,0.1777,1.4094
Bucket Queue,1000,0.1,0.2819,0.0073,0.0034,0.0391
LL Priority Queue,1000,0.1,0.7451,0.0021,0.0020,0.5051
Priority Queue,1000,0.1,0.3866,0.0007,0.0316,0.0754
Binary Heap,1000,0.1,2.0030,0.1752,0.1736,1.3908
Bucket Queue,1000,0.1,0.1872,0.0025,0.0020,0.0384
LL Priority Queue,1000,0.1,0.6828,0.0081,0.0011,0.5504
Priority Queue,1000,0.1,0.2126,0.0005,0.0189,0.0732
Binary Heap,1000,0.1,1.7326,0.1573,0.1044,1.3633
Bucket Queue,1000,0.1,0.0615,0.0029,0.0003,0.0309
LL Priority Queue,1000,0.1,0.4435,0.0078,0.0003,0.4032
Priority Queue,1000,0.1,0.0893,0.0006,0.0052,0.0551
Binary Heap,1000,0.1,1.1782,0.1572,0.0275,0.9659
Bucket Queue,1000,0.1,0.2157,0.0035,0.0025,0.0400
LL Priority Queue,1000,0.1,0.6716,0.0025,0.0013,0.5072
Priority Queue,1000,0.1,0.2981,0.0005,0.0275,0.0791
Binary Heap,1000,0.1,1.8783,0.1767,0.1599,1.3426
Bucket Queue,1000,0.1,0.2705,0.0030,0.0035,0.0387
LL Priority Queue,1000,0.1,0.7297,0.0025,0.0018,0.5164
Priority Queue,1000,0.1,0.2699,0.0006,0.0248,0.0732
Binary Heap,1000,0.1,1.9678,0.1885,0.1666,1.3863
